中文名称,英文名称,功能,食品名称,最大使用量(g/kg)
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,风味发酵乳,0.015
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,再制干酪,0.018
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,普通再制干酪,0.018
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,调味再制干酪,0.018
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,冷冻饮品（03.04食用冰除外）,0.020
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,冰淇淋、雪糕类,0.020
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,--,0.020
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,风味冰、冰棍类,0.020
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,其他冷冻饮品,0.020
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,糖果,0.015
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,胶基糖果,0.015
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,除胶基糖果以外的其他糖果,0.015
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,焙烤食品,0.015
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,面包,0.015
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,糕点,0.015
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,中式糕点（月饼除外）,0.015
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,西式糕点,0.015
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,月饼,0.015
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,糕点上彩装,0.015
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,饼干,0.015
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,夹心及装饰类饼干,0.015
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,威化饼干,0.015
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,蛋卷,0.015
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,其他饼干,0.015
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,焙烤食品馅料及表面用挂浆,0.015
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,其他焙烤食品,0.015
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,半固体复合调味料,0.005
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,蛋黄酱、沙拉酱,0.005
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,以动物性原料为基料的调味酱,0.005
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,以蔬菜为基料的调味酱,0.005
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,其他半固体复合调味料,0.005
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,饮料类（除外14.01包装饮用水）,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,果蔬汁类及其饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,果蔬汁（浆）类饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,蛋白饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,含乳饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,发酵型含乳饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,配制型含乳饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,乳酸菌饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,植物蛋白饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,复合蛋白饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,其他蛋白饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,碳酸饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,可乐型碳酸饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,其他型碳酸饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,茶、咖啡、植物（类）饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,茶（类）饮料类,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,咖啡（类）饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,植物饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,固体饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,--,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,蛋白固体饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,速溶咖啡,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,其他固体饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,含乳蛋白固体饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,乳酸菌含乳蛋白固体饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,植物蛋白固体饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,复合蛋白固体饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,其他蛋白固体饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,果蔬粉,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,果蔬固体饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,茶类固体饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,植物固体饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,风味固体饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,果味风味固体饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,特殊用途固体饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,固体碳酸饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,可乐型固体碳酸饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,其他型固体碳酸饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,麦芽汁发酵的非酒精固体饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,除上述之外的其他固体饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,特殊用途饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,风味饮料,0.010
β－阿朴－8’－胡萝卜素醛,β-Apo-8’-carotenal,着色剂,其他类饮料,0.010
氨基乙酸（又名甘氨酸）,Glycine,增味剂,预制肉制品,3.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,调理肉制品（生肉添加调理料）,3.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,腌腊肉制品类（如咸肉、腊肉、板鸭、中式火腿、腊肠）,3.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,熟肉制品,3.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,酱卤肉制品类,3.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,白煮肉类,3.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,酱卤肉类,3.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,糟肉类,3.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,熏、烧、烤肉类,3.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,油炸肉类,3.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,西式火腿（熏烤、烟熏、蒸煮火腿）类,3.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,肉灌肠类,3.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,发酵肉制品类,3.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,熟肉干制品,3.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,肉松类,3.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,肉干类,3.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,肉脯类,3.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,肉罐头类,3.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,其他熟肉制品,3.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,调味品,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,鲜味剂和助鲜剂,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,醋,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,酿造食醋,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,配制食醋,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,酱油,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,酿造酱油,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,配制酱油,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,酱及酱制品,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,酿造酱,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,配制酱,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,--,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,料酒及制品,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,--,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,复合调味料,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,固体复合调味料,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,固体汤料,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,鸡精、鸡粉,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,其他固体复合调味料,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,半固体复合调味料,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,蛋黄酱、沙拉酱,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,以动物性原料为基料的调味酱,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,以蔬菜为基料的调味酱,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,其他半固体复合调味料,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,液体复合调味料（不包括12.03，12.04）,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,浓缩汤（罐装、瓶装）,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,肉汤、骨汤,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,调味清汁,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,蚝油、虾油、鱼露等,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,其他调味料,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,果蔬汁（浆）类饮料,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,植物蛋白饮料,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,植物蛋白固体饮料,1.0
氨基乙酸（又名甘氨酸）,Glycine,增味剂,果蔬固体饮料,1.0
铵磷脂,ammonium phosphatide,乳化剂,巧克力和巧克力制品、除05.01.01以外的可可制品,10.0
巴西棕榈蜡,carnauba wax,被膜剂、抗结剂,新鲜水果,0.0004
巴西棕榈蜡,carnauba wax,被膜剂、抗结剂,未经加工的鲜果,0.0004
巴西棕榈蜡,carnauba wax,被膜剂、抗结剂,经表面处理的鲜水果,0.0004
巴西棕榈蜡,carnauba wax,被膜剂、抗结剂,去皮或预切的鲜水果,0.0004
巴西棕榈蜡,carnauba wax,被膜剂、抗结剂,可可制品、巧克力和巧克力制品（包括代可可脂巧克力及制品）以及糖果,0.6
巴西棕榈蜡,carnauba wax,被膜剂、抗结剂,可可制品、巧克力和巧克力制品,包括代可可脂巧克力及制品,0.6
巴西棕榈蜡,carnauba wax,被膜剂、抗结剂,可可制品（包括以可可为主要原料的脂、粉、浆、酱、馅等),0.6
巴西棕榈蜡,carnauba wax,被膜剂、抗结剂,巧克力和巧克力制品、除05.01.01以外的可可制品,0.6
巴西棕榈蜡,carnauba wax,被膜剂、抗结剂,代可可脂巧克力及使用可可脂代用品的巧克力类似产品,0.6
巴西棕榈蜡,carnauba wax,被膜剂、抗结剂,糖果,0.6
巴西棕榈蜡,carnauba wax,被膜剂、抗结剂,胶基糖果,0.6
巴西棕榈蜡,carnauba wax,被膜剂、抗结剂,除胶基糖果以外的其他糖果,0.6
巴西棕榈蜡,carnauba wax,被膜剂、抗结剂,糖果和巧克力制品包衣,0.6
巴西棕榈蜡,carnauba wax,被膜剂、抗结剂,装饰糖果（如工艺造型，或用于蛋糕装饰）、顶饰（非水果材料）和甜汁,0.6
白油（又名液体石蜡）,mineral oil，white (liquid paraffin),被膜剂,除胶基糖果以外的其他糖果,5.0
白油（又名液体石蜡）,mineral oil，white (liquid paraffin),被膜剂,鲜蛋,5.0
L-半胱氨酸盐酸盐,L-cysteine and its hydrochlorides sodium and potassium salts,面粉处理剂,生湿面制品（如面条、饺子皮、馄饨皮、烧麦皮）（仅限拉面）,0.3
L-半胱氨酸盐酸盐,L-cysteine and its hydrochlorides sodium and potassium salts,面粉处理剂,发酵面制品,0.06
L-半胱氨酸盐酸盐,L-cysteine and its hydrochlorides sodium and potassium salts,面粉处理剂,冷冻米面制品,0.6
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,风味冰、冰棍类,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,果酱（罐头除外）,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,蜜饯凉果,0.5
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,蜜饯类,0.5
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,凉果类,0.5
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,果脯类,0.5
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,话化类,0.5
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,果糕类,0.5
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,腌渍的蔬菜,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,胶基糖果,1.5
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,除胶基糖果以外的其他糖果,0.8
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,调味糖浆,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,水果调味糖浆,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,其他调味糖浆,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,醋,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,酿造食醋,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,配制食醋,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,酱油,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,酿造酱油,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,配制酱油,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,酱及酱制品,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,酿造酱,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,配制酱,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,复合调味料,0.6
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,固体复合调味料,0.6
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,固体汤料,0.6
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,鸡精、鸡粉,0.6
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,其他固体复合调味料,0.6
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,半固体复合调味料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,蛋黄酱、沙拉酱,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,以动物性原料为基料的调味酱,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,以蔬菜为基料的调味酱,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,其他半固体复合调味料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,液体复合调味料（不包括12.03，12.04）,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,浓缩汤（罐装、瓶装）,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,肉汤、骨汤,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,调味清汁,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,蚝油、虾油、鱼露等,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,浓缩果蔬汁（浆）（仅限食品工业用）,2.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,果蔬汁（浆）类饮料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,蛋白饮料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,含乳饮料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,发酵型含乳饮料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,配制型含乳饮料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,乳酸菌饮料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,植物蛋白饮料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,复合蛋白饮料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,其他蛋白饮料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,碳酸饮料,0.2
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,可乐型碳酸饮料,0.2
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,其他型碳酸饮料,0.2
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,茶、咖啡、植物（类）饮料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,茶（类）饮料类,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,咖啡（类）饮料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,植物饮料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,特殊用途饮料,0.2
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,风味饮料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,配制酒,0.4
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,果酒,0.8
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,蛋白固体饮料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,含乳蛋白固体饮料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,乳酸菌含乳蛋白固体饮料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,植物蛋白固体饮料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,复合蛋白固体饮料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,其他蛋白固体饮料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,果蔬粉,2.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,果蔬固体饮料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,茶类固体饮料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,风味固体饮料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,果味风味固体饮料,1.0
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,特殊用途固体饮料,0.2
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,固体碳酸饮料,0.2
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,可乐型固体碳酸饮料,0.2
苯甲酸及其钠盐,benzoic acid,sodium benzoate,防腐剂,其他型固体碳酸饮料,0.2
冰结构蛋白,ice structuring protein,其他,冷冻饮品（03.04食用冰除外）,按生产需要适量使用
冰结构蛋白,ice structuring protein,其他,冰淇淋、雪糕类,按生产需要适量使用
冰结构蛋白,ice structuring protein,其他,--,按生产需要适量使用
冰结构蛋白,ice structuring protein,其他,风味冰、冰棍类,按生产需要适量使用
冰结构蛋白,ice structuring protein,其他,其他冷冻饮品,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,调味品,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,鲜味剂和助鲜剂,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,醋,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,酿造食醋,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,配制食醋,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,酱油,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,酿造酱油,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,配制酱油,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,酱及酱制品,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,酿造酱,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,配制酱,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,--,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,料酒及制品,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,--,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,复合调味料,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,固体复合调味料,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,固体汤料,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,鸡精、鸡粉,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,其他固体复合调味料,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,半固体复合调味料,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,蛋黄酱、沙拉酱,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,以动物性原料为基料的调味酱,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,以蔬菜为基料的调味酱,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,其他半固体复合调味料,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,液体复合调味料（不包括12.03，12.04）,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,浓缩汤（罐装、瓶装）,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,肉汤、骨汤,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,调味清汁,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,蚝油、虾油、鱼露等,按生产需要适量使用
L-丙氨酸,L-alanine,增味剂,其他调味料,按生产需要适量使用
丙二醇,propylene glycol,稳定剂和凝固剂、抗结剂、消泡剂、乳化剂、水分保持剂、增稠剂,生湿面制品（如面条、饺子皮、馄饨皮、烧麦皮）,1.5
丙二醇,propylene glycol,稳定剂和凝固剂、抗结剂、消泡剂、乳化剂、水分保持剂、增稠剂,糕点,3.0
丙二醇,propylene glycol,稳定剂和凝固剂、抗结剂、消泡剂、乳化剂、水分保持剂、增稠剂,中式糕点（月饼除外）,3.0
丙二醇,propylene glycol,稳定剂和凝固剂、抗结剂、消泡剂、乳化剂、水分保持剂、增稠剂,西式糕点,3.0
丙二醇,propylene glycol,稳定剂和凝固剂、抗结剂、消泡剂、乳化剂、水分保持剂、增稠剂,月饼,3.0
丙二醇,propylene glycol,稳定剂和凝固剂、抗结剂、消泡剂、乳化剂、水分保持剂、增稠剂,糕点上彩装,3.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,乳及乳制品（01.01.01、01.01.02、13.0涉及品种除外）,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,巴氏杀菌乳、灭菌乳和调制乳,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,调制乳,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,发酵乳和风味发酵乳,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,风味发酵乳,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,乳粉（包括加糖乳粉）和奶油粉及其调制产品,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,调制乳粉和调制奶油粉,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,炼乳及其调制产品,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,淡炼乳（原味）,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,调制炼乳（包括加糖炼乳及使用了非乳原料的调制炼乳等）,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,稀奶油（淡奶油）及其类似品,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,--,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,调制稀奶油,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,稀奶油类似品,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,干酪和再制干酪及其类似品,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,非熟化干酪,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,熟化干酪,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,乳清干酪,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,再制干酪,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,普通再制干酪,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,调味再制干酪,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,干酪类似品,5.0
丙二醇脂肪酸酯,propylene glycol esters of fatty acid,乳化剂、稳定剂,乳清蛋白干酪,5.0
